"","category","name","reviewer","review","date","ratings"
"194","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Bea","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 3 April 2024","5.0 out of 5 stars"
"195","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Monix","Just nice to use","Reviewed in the United Kingdom on 15 March 2024","5.0 out of 5 stars"
"196","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","Good quality from this brand great for kids","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"197","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Janine Jackson","I always go for Staedtler pencils - good nib and the best eraser.","Reviewed in the United Kingdom on 30 March 2024","4.0 out of 5 stars"
"198","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Great quality pencils that aren’t too heavy and are super long lasting.","Reviewed in the United Kingdom on 13 February 2024","5.0 out of 5 stars"
"199","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Andrew B. Johnston","Use these in workshop for marking wood, sharpen to fine point that is soft enough to easily mark wood but hard enough so I don’t need to sharpen every 10mins","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"200","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Egxrx","Quick delivery, great price and quality pencils purchased for exams.","Reviewed in the United Kingdom on 18 April 2024","5.0 out of 5 stars"
"201","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","John Roy","The lead in this pencil is perfect for writing. It’s firm and smooth. The eraser is of great quality as you’d expect from steadler. Worth every penny.","Reviewed in the United Kingdom on 25 February 2024","4.7 out of 5 stars"
"202","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nicolas","Easy to sharpen when needed, the pencil is sharp which is good. The led doesn’t snap off easy (some pencils do this a lot). Overall good pencil","Reviewed in the United Kingdom on 23 January 2023","5.0 out of 5 stars"
"203","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","John Roy","I love this pencils, they write without smudging too much and the rubber is quite effective","Reviewed in the United Kingdom on 25 February 2024","3.0 out of 5 stars"
"204","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Bea","I got the STAEDTLER 122-2 Noris Pencil and it's solid for everyday use. It writes and sketches well with a comfy grip. The built-in eraser is handy for fixing mistakes.The positives: Writes smoothly, easy to use, comfy grip, and the eraser works for light fixes.The negatives: Eraser wears down fast, and the pencil feels a bit light. Erasing a lot might leave faint marks.Overall, it's a good pencil, but the eraser could be sturdier.","Reviewed in the United Kingdom on 3 April 2024","5.0 out of 5 stars"
"205","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Monix","Just nice to use","Reviewed in the United Kingdom on 15 March 2024","5.0 out of 5 stars"
"206","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Rick Taylor","Good quality from this brand great for kids","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars"
"207","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Janine Jackson","I always go for Staedtler pencils - good nib and the best eraser.","Reviewed in the United Kingdom on 30 March 2024","4.0 out of 5 stars"
"208","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Aaron","Great quality pencils that aren’t too heavy and are super long lasting.","Reviewed in the United Kingdom on 13 February 2024","5.0 out of 5 stars"
"209","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Andrew B. Johnston","Use these in workshop for marking wood, sharpen to fine point that is soft enough to easily mark wood but hard enough so I don’t need to sharpen every 10mins","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"210","Pencil","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Egxrx","Quick delivery, great price and quality pencils purchased for exams.","Reviewed in the United Kingdom on 18 April 2024","5.0 out of 5 stars"
"211","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","mrs r l rashid","These pencils are one of the greatest penils I've ever used, the pencils 100% value for money and its so convenient  that they come pre-sharpened! The pencils are fantastic. Rubbers on pencils for me can always be a bit iffy but these rubbers work so effective.100% recommend!","Reviewed in the United Kingdom on 20 March 2024","4.7 out of 5 stars"
"212","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Spashscuba","Sturdy pencils. Handy to always have so many around as we can never find one when we need it. We bought these along with a bumper stack of erasers, sharpeners and rulers. Perfect for progress to secondary school when things tend to “go missing”","Reviewed in the United Kingdom on 23 January 2024","5.0 out of 5 stars"
"213","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","mrs r l rashid","Effective resuts","Reviewed in the United Kingdom on 20 March 2024","3.0 out of 5 stars"
"214","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Amazon Customer","Not the best pencils in the world, some keep braking but overall good for the price and quantity","Reviewed in the United Kingdom on 7 July 2023","5.0 out of 5 stars"
"215","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Product arrival on time, as stated on advert good price","Reviewed in the United Kingdom on 24 October 2023","5.0 out of 5 stars"
"216","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Andy Ll","I love the way that if I draw something wrong I can rub it out with the orange thing in the end, genius","Reviewed in the United Kingdom on 30 April 2023","5.0 out of 5 stars"
"217","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Product inspector","Yep, these are pencils. If you loose a bunch of them then this is the order you need.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"218","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Chris","Very good","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"219","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","George","Ordered these in September 2023, arrived today (Jan 2024)","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"220","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","I do not receive my item let me know please","Also sent for township children to help with schooling","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars"
"221","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","mrs r l rashid","These pencils are one of the greatest penils I've ever used, the pencils 100% value for money and its so convenient  that they come pre-sharpened! The pencils are fantastic. Rubbers on pencils for me can always be a bit iffy but these rubbers work so effective.100% recommend!","Reviewed in the United Kingdom on 20 March 2024","4.7 out of 5 stars"
"222","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Spashscuba","Sturdy pencils. Handy to always have so many around as we can never find one when we need it. We bought these along with a bumper stack of erasers, sharpeners and rulers. Perfect for progress to secondary school when things tend to “go missing”","Reviewed in the United Kingdom on 23 January 2024","5.0 out of 5 stars"
"223","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","mrs r l rashid","Effective resuts","Reviewed in the United Kingdom on 20 March 2024","3.0 out of 5 stars"
"224","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Amazon Customer","Not the best pencils in the world, some keep braking but overall good for the price and quantity","Reviewed in the United Kingdom on 7 July 2023","5.0 out of 5 stars"
"225","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Product arrival on time, as stated on advert good price","Reviewed in the United Kingdom on 24 October 2023","5.0 out of 5 stars"
"226","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Andy Ll","I love the way that if I draw something wrong I can rub it out with the orange thing in the end, genius","Reviewed in the United Kingdom on 30 April 2023","5.0 out of 5 stars"
"227","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Product inspector","Yep, these are pencils. If you loose a bunch of them then this is the order you need.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"228","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Chris","Very good","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"229","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","George","Ordered these in September 2023, arrived today (Jan 2024)","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"230","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","I do not receive my item let me know please","Also sent for township children to help with schooling","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars"
"231","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","mrs r l rashid","These pencils are one of the greatest penils I've ever used, the pencils 100% value for money and its so convenient  that they come pre-sharpened! The pencils are fantastic. Rubbers on pencils for me can always be a bit iffy but these rubbers work so effective.100% recommend!","Reviewed in the United Kingdom on 20 March 2024","4.7 out of 5 stars"
"232","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Spashscuba","Sturdy pencils. Handy to always have so many around as we can never find one when we need it. We bought these along with a bumper stack of erasers, sharpeners and rulers. Perfect for progress to secondary school when things tend to “go missing”","Reviewed in the United Kingdom on 23 January 2024","5.0 out of 5 stars"
"233","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","mrs r l rashid","Effective resuts","Reviewed in the United Kingdom on 20 March 2024","3.0 out of 5 stars"
"234","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Amazon Customer","Not the best pencils in the world, some keep braking but overall good for the price and quantity","Reviewed in the United Kingdom on 7 July 2023","5.0 out of 5 stars"
"235","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Allan Dunbar","Product arrival on time, as stated on advert good price","Reviewed in the United Kingdom on 24 October 2023","5.0 out of 5 stars"
"236","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Andy Ll","I love the way that if I draw something wrong I can rub it out with the orange thing in the end, genius","Reviewed in the United Kingdom on 30 April 2023","5.0 out of 5 stars"
"237","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Product inspector","Yep, these are pencils. If you loose a bunch of them then this is the order you need.","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"238","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","Chris","Very good","Reviewed in the United Kingdom on 14 December 2023","5.0 out of 5 stars"
"239","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","George","Ordered these in September 2023, arrived today (Jan 2024)","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"240","Pencil","Amazon Basics Presharpened Wood Cased #2 HB Pencils, 30 Pack, Orange","I do not receive my item let me know please","Also sent for township children to help with schooling","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars"
"241","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Rich","Great product and value for money. Lasted ages for my kids","Reviewed in the United Kingdom on 27 April 2024","4.5 out of 5 stars"
"242","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","Great pencils.","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"243","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Rich","Ideal for hobby woodwork machine work resistant to shock.","Reviewed in the United Kingdom on 27 April 2024","3.0 out of 5 stars"
"244","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Amazon Customer","not sure about price but nice to have a pencil on hand with rubber on top","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"245","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","they are value for money","Reviewed in the United Kingdom on 24 December 2023","5.0 out of 5 stars"
"246","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","MR K S ABBOTT","Little too high price..","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"247","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Paula Hammond","Flimsy... They feel almost like they're going to bend in your hand, so drawing feels weird... But I guess that's the shock absorbing part... 3* from me because I don't like the soft bendy feel.","Reviewed in the United Kingdom on 13 September 2021","4.0 out of 5 stars"
"248","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Kristine","Great Quality Pencils. These Bic pencils are easy to sharpen which is the main reason I like to buy them and the dont break when writing. Good value too.","Reviewed in the United Kingdom on 4 September 2021","5.0 out of 5 stars"
"249","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","The pencils does not write nice and the edge is very sensitive","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"250","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Sunny Diya","My favourite pencils! Just perfect","Reviewed in the United Kingdom on 3 September 2021","3.0 out of 5 stars"
"251","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Rich","Great product and value for money. Lasted ages for my kids","Reviewed in the United Kingdom on 27 April 2024","4.5 out of 5 stars"
"252","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","Great pencils.","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"253","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Rich","Ideal for hobby woodwork machine work resistant to shock.","Reviewed in the United Kingdom on 27 April 2024","3.0 out of 5 stars"
"254","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Amazon Customer","not sure about price but nice to have a pencil on hand with rubber on top","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"255","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","they are value for money","Reviewed in the United Kingdom on 24 December 2023","5.0 out of 5 stars"
"256","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","MR K S ABBOTT","Little too high price..","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"257","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Paula Hammond","Flimsy... They feel almost like they're going to bend in your hand, so drawing feels weird... But I guess that's the shock absorbing part... 3* from me because I don't like the soft bendy feel.","Reviewed in the United Kingdom on 13 September 2021","4.0 out of 5 stars"
"258","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Kristine","Great Quality Pencils. These Bic pencils are easy to sharpen which is the main reason I like to buy them and the dont break when writing. Good value too.","Reviewed in the United Kingdom on 4 September 2021","5.0 out of 5 stars"
"259","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","The pencils does not write nice and the edge is very sensitive","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"260","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Sunny Diya","My favourite pencils! Just perfect","Reviewed in the United Kingdom on 3 September 2021","3.0 out of 5 stars"
"261","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Rich","Great product and value for money. Lasted ages for my kids","Reviewed in the United Kingdom on 27 April 2024","4.5 out of 5 stars"
"262","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","Great pencils.","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"263","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Rich","Ideal for hobby woodwork machine work resistant to shock.","Reviewed in the United Kingdom on 27 April 2024","3.0 out of 5 stars"
"264","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Amazon Customer","not sure about price but nice to have a pencil on hand with rubber on top","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"265","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","james","they are value for money","Reviewed in the United Kingdom on 24 December 2023","5.0 out of 5 stars"
"266","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","MR K S ABBOTT","Little too high price..","Reviewed in the United Kingdom on 7 January 2024","5.0 out of 5 stars"
"267","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Paula Hammond","Flimsy... They feel almost like they're going to bend in your hand, so drawing feels weird... But I guess that's the shock absorbing part... 3* from me because I don't like the soft bendy feel.","Reviewed in the United Kingdom on 13 September 2021","4.0 out of 5 stars"
"268","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Kristine","Great Quality Pencils. These Bic pencils are easy to sharpen which is the main reason I like to buy them and the dont break when writing. Good value too.","Reviewed in the United Kingdom on 4 September 2021","5.0 out of 5 stars"
"269","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Nic","The pencils does not write nice and the edge is very sensitive","Reviewed in the United Kingdom on 15 May 2021","5.0 out of 5 stars"
"270","Pencil","BIC Ecolutions Evolution 655 HB Pencil with Eraser (Pack of 12), Green","Sunny Diya","My favourite pencils! Just perfect","Reviewed in the United Kingdom on 3 September 2021","3.0 out of 5 stars"
"271","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","Good quality & value for money","Reviewed in the United Kingdom on 3 September 2023","4.5 out of 5 stars"
"272","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Good amount of pencils come already sharped would recommend","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"273","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","They're just your normal pencils. very good price","Reviewed in the United Kingdom on 3 September 2023","3.0 out of 5 stars"
"274","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","toch","Image seems to indicate they pack came with a pen but it doesn't. Pencils are fine enough, slight bend to them, rubbers are mid.","Reviewed in the United Kingdom on 10 April 2024","5.0 out of 5 stars"
"275","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Dylan","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 15 March 2024","5.0 out of 5 stars"
"276","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kir","As described decent pencils","Reviewed in the United Kingdom on 26 October 2023","5.0 out of 5 stars"
"277","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","The wood used for the pencils are nice and soft and unfortunately so is the graphite, therefore these require a lot of sharpening to keep sharp and don’t last overly long.","Reviewed in the United Kingdom on 14 September 2023","4.0 out of 5 stars"
"278","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","PillaF","Good price cannot comment further as back to school item and not yet used","Reviewed in the United Kingdom on 9 October 2023","5.0 out of 5 stars"
"279","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Very good value for these pencils. Very pleased.","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"280","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","kevin w","They are good value for money, but I do not like the fact they leave a mark when rubbed out with an eraser. Overall I wouldn't buy again","Reviewed in the United Kingdom on 15 August 2023","3.0 out of 5 stars"
"281","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","Good quality & value for money","Reviewed in the United Kingdom on 3 September 2023","4.5 out of 5 stars"
"282","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Good amount of pencils come already sharped would recommend","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"283","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","They're just your normal pencils. very good price","Reviewed in the United Kingdom on 3 September 2023","3.0 out of 5 stars"
"284","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","toch","Image seems to indicate they pack came with a pen but it doesn't. Pencils are fine enough, slight bend to them, rubbers are mid.","Reviewed in the United Kingdom on 10 April 2024","5.0 out of 5 stars"
"285","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Dylan","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 15 March 2024","5.0 out of 5 stars"
"286","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kir","As described decent pencils","Reviewed in the United Kingdom on 26 October 2023","5.0 out of 5 stars"
"287","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","The wood used for the pencils are nice and soft and unfortunately so is the graphite, therefore these require a lot of sharpening to keep sharp and don’t last overly long.","Reviewed in the United Kingdom on 14 September 2023","4.0 out of 5 stars"
"288","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","PillaF","Good price cannot comment further as back to school item and not yet used","Reviewed in the United Kingdom on 9 October 2023","5.0 out of 5 stars"
"289","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Very good value for these pencils. Very pleased.","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"290","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","kevin w","They are good value for money, but I do not like the fact they leave a mark when rubbed out with an eraser. Overall I wouldn't buy again","Reviewed in the United Kingdom on 15 August 2023","3.0 out of 5 stars"
"291","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","Good quality & value for money","Reviewed in the United Kingdom on 3 September 2023","4.5 out of 5 stars"
"292","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Good amount of pencils come already sharped would recommend","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"293","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Amazon Customer","They're just your normal pencils. very good price","Reviewed in the United Kingdom on 3 September 2023","3.0 out of 5 stars"
"294","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","toch","Image seems to indicate they pack came with a pen but it doesn't. Pencils are fine enough, slight bend to them, rubbers are mid.","Reviewed in the United Kingdom on 10 April 2024","5.0 out of 5 stars"
"295","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Dylan","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 15 March 2024","5.0 out of 5 stars"
"296","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kir","As described decent pencils","Reviewed in the United Kingdom on 26 October 2023","5.0 out of 5 stars"
"297","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Fred","The wood used for the pencils are nice and soft and unfortunately so is the graphite, therefore these require a lot of sharpening to keep sharp and don’t last overly long.","Reviewed in the United Kingdom on 14 September 2023","4.0 out of 5 stars"
"298","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","PillaF","Good price cannot comment further as back to school item and not yet used","Reviewed in the United Kingdom on 9 October 2023","5.0 out of 5 stars"
"299","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Kyle","Very good value for these pencils. Very pleased.","Reviewed in the United Kingdom on 10 July 2023","5.0 out of 5 stars"
"300","Pencil","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","kevin w","They are good value for money, but I do not like the fact they leave a mark when rubbed out with an eraser. Overall I wouldn't buy again","Reviewed in the United Kingdom on 15 August 2023","3.0 out of 5 stars"
