"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"222","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Simple et efficace","Violaine FL","Rapport qualité prix bonBasique  pour mon 9 ans TDAH et qui casse rapidement son matériel","Reviewed in France on 13 November 2023","5.0 out of 5 stars","Verified Purchase"
"223","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Great pencils","D. Clark","Really nice quality. Great price too 😊","Reviewed in the United Kingdom on 15 September 2020","5.0 out of 5 stars","Verified Purchase"
"224","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Weiche Stifte und schönes Design","Karoline + Karl","Die Bleistifte sind angenehm weich und man kann gut mit ihnen schreiben bzw. zeichnen. Die Farben der Bleistifte sind sehr schön designed und wirken sehr fröhlich und Bunt. Die stifte sind nicht aus Holz sondern aus Kunstharz.Das Wegradieren geht auch Problemlos.Die Bleistifte sind empfehlenswert.","Reviewed in Germany on 30 January 2022","5.0 out of 5 stars","Verified Purchase"
"225","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Perfecto","Mónica","Sin ningún problema","Reviewed in Spain on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"226","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Bon rapport qualité prix","Manon","Des crayons de qualités au prix amazon !","Reviewed in France on 14 November 2023","5.0 out of 5 stars","Verified Purchase"
"227","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Recommend seller","lee fuller","Great pencils","Reviewed in the United Kingdom on 11 September 2019","5.0 out of 5 stars","Verified Purchase"
"228","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Son muy chulos.","Beatriz A.","Los lápices son muy chulos, a mis hijas les encantan. El surtido no esta mal, pero podrían vender cajas todos de un color, por ejemplo el amarillo no les gusta tanto como el azul y el rosa...","Reviewed in Spain on 29 February 2020","4.0 out of 5 stars","Verified Purchase"
"229","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Preferred brand for pencils","TheHerbertsMum","Great quality. I always choose BIC for pencils and they haven't let me down yet.","Reviewed in the United Kingdom on 16 December 2018","5.0 out of 5 stars",NA
"230","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Crayon de papier","Schörgendorfer","The media could not be loaded.
                
            
                
            
        
    
    
Arriver plus vite que prévu correspond à l'annonce par contre seul bémol casi que des jaunes je suis déçu.","Reviewed in France on 20 April 2023","5.0 out of 5 stars",NA
"231","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Optisch sehr ansprechende Bleistifte","Lumen","Optisch gefallen mir die Bleistifte sehr gut. Mit den frischen Farben und den weißen Streifen sind sie ein echter Hingucker. Die Stifte liegen gut in der Hand und lassen sich für holzfreie Bleistifte vergleichsweise gut anspitzen. Sehr praktisch finde ich die bruchfeste Mine. Durch sie ist es nicht dramatisch, wenn die Stifte mal hinfallen. Gerade bei Schulkindern ist dies Gold wert. Das Schreibverhalten lässt jedoch zu Wünschen übrig. So muss im Vergleich mit Bleistiften anderer Hersteller fest aufgedrückt werden, um „Farbe“ auf das Papier zu bekommen. Besonders auf glatterem Papier wie bei Schulbüchern fällt dies auf. Zum Aufzeichnen von Umrissen mit Hilfe von Schablonen auf Tonpapier, gefallen mir die Stifte dagegen gut. Auch wegradieren ist kein Problem.","Reviewed in Germany on 17 January 2019","4.6 out of 5 stars","Verified Purchase"
"232","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Buenos lapiceros de grafito","Enrique M.","Buenos  duraderos lapiceros de grafito","Reviewed in Spain on 24 June 2022","3.0 out of 5 stars","Verified Purchase"
"233","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Ein bisschen zu weich","Huntestrand","Hatten sie für unseren Sohn geholt. Sind ihm aber zu weich und schmiert bei ihm dann ein wenig. Zum Einkaufszettel schreiben super zu gebrauchen.","Reviewed in Germany on 4 June 2020","5.0 out of 5 stars","Verified Purchase"
"234","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Crayon papier","JKLMN","Bonne qualité","Reviewed in France on 3 November 2023","4.0 out of 5 stars","Verified Purchase"
"235","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Random supply of colours in pack.","Yorkie23","The pencils appear to be of good quality at first glance, however do not expect there to be an equal number of colours in each pack. I ordered three packs. In the first pack there were 6 blue, 3 yellow, 2 red and 1 green. The second pack had 3 blue, 3 yellow, 5 red and 1 green. The third pack had 8 blue and 4 yellow. Not helpful when you need the same amount of each.","Reviewed in the United Kingdom on 8 December 2020","5.0 out of 5 stars","Verified Purchase"
"236","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Me encanta","ana castro","Comodo, no se borra...me gusta mucho","Reviewed in Spain on 29 June 2022","3.0 out of 5 stars","Verified Purchase"
"237","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Perfect","Kylie","Perfect for homeschooling, soft grip and easy to use","Reviewed in the United Kingdom on 7 May 2020","5.0 out of 5 stars","Verified Purchase"
"238","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Ein super Bleistift!","Amazon Customer","Dieses Set mit den 4 hübschen Bleistiften ist absolut super!Die Stifte sind hübsch in ihrem Design, liegen sehr gut in der Hand und die Abreibung auf dem Papier ist sehr angenehm. Dazu sind sie sehr robust, ich hatte bis jetzt noch keine Probleme mit Minenbruch. Und das, obwohl mit ein Stift schon ein paarmal herunter gefallen ist.Super Qualität, diese Stifte werde ich mir wieder nachkaufen!","Reviewed in Germany on 14 June 2019","5.0 out of 5 stars","Verified Purchase"
"239","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Super qualité","Maman_et_masto","Je conseille ce produit que j achete tous les ans. Même après une chute la mine ne se casse pas","Reviewed in France on 10 August 2023","5.0 out of 5 stars",NA
"240","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Très beau lot","fanny d","Très beau lot, de qualité et beaux crayons","Reviewed in France on 19 August 2023","5.0 out of 5 stars",NA
"241","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","No se rompen","Daniel Luengo","Muy bien. No se rompen con facilidad y se les saca bien punta.","Reviewed in Spain on 25 April 2023","4.6 out of 5 stars","Verified Purchase"
"242","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Good quality","luckystardebbie","Great pencils and fast postage","Reviewed in the United Kingdom on 9 May 2020","4.0 out of 5 stars","Verified Purchase"
"243","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","BIC Bleistift Evolution","Patricia Twellmann","Die Stifte liegen durch ihre sechskantige Form sehr gut in der Hand. Die Mine soll nicht mehr brechen und splittern, das wird sich im Laufe der Zeit noch zeigen. Anspitzen lässt sie sich aber sehr gut und bricht nicht, passiert ja beim Anspitzen sehr häufig.Mir ist das Schriftbild allerdings zu dünn, wenn man nicht fester drückt, ist der Strich sehr hell und es kommt nicht genug schwarz auf das Papier. Manchmal muss ich nur einen Punkt setzen, das klappt hiermit nicht so gut. Zum Zeichnen und Schraffieren sind sie dafür aber besser geeignet.","Reviewed in Germany on 11 December 2019","5.0 out of 5 stars","Verified Purchase"
"244","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Top","Aurore Bukowski","Bon crayon facilité à le tenir sans glisser et s'efface sans arraché le papier","Reviewed in France on 23 July 2023","4.0 out of 5 stars","Verified Purchase"
"245","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Très solide","Client d'Amazon","Nous avons fait le test, même en terminant cela ne se casse pas","Reviewed in France on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"246","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Solides","rincent jerome","Bonjour , Les crayons sont solides mais n'ont pas une écriture fluide . Pas agréable d'ecrire ou dessiner avec .Je ne rachèterai pas ces crayons de papiers","Reviewed in France on 9 August 2023","5.0 out of 5 stars","Verified Purchase"
"247","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Top","MarionReading","Crayons de papier vraiment bien et solides. Top pour l école ou le dessin","Reviewed in France on 28 June 2023","3.0 out of 5 stars","Verified Purchase"
"248","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Super!","mack","une remarque quand meme: ca donne un coup de crayon assez clair .","Reviewed in France on 27 May 2023","5.0 out of 5 stars","Verified Purchase"
"249","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Stylo fragile","Anna","Fragile et peu d'encre.","Reviewed in France on 13 February 2024","5.0 out of 5 stars","Verified Purchase"
"250","BIC Evolution Graphite Pencils - Box of 12 - HB Lead with Colourful Striped Design - Wood-Free and Splinter-Proof, Yellow,Green,Pink,Red,Black","Sympa","Goncalves","Crayons de bonnes qualités avec différentes couleurs, et pour le prix on prépare la futur rentrée","Reviewed in France on 18 April 2023","1.0 out of 5 stars",NA
"251","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Perfecto","Rocio Gomez Rodriguez","Perfecto","Reviewed in Spain on 17 November 2019","4.4 out of 5 stars","Verified Purchase"
"252","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Bieb","valérie","Acheté a la demande d'un professeurTrès cher pour ce que c'est et pour l'utilisation","Reviewed in France on 1 April 2023","5.0 out of 5 stars","Verified Purchase"
"253","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Well designed Good","Jaspal","The body of the pencil is well designed to give the grip  and feel of wooden pencil.","Reviewed in India on 9 August 2023","4.0 out of 5 stars","Verified Purchase"
"254","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Schöne Schöne Druckbleistifte","Jaspal","Tolle Stifte, ich kanne sie schon vor über 30 Jahrenaus der Berufsschule und ich weiß das Faber Castellkeinen Mist herstellt. Sie sind zu Empfehlen","Reviewed in Germany on 9 April 2015","5.0 out of 5 stars","Verified Purchase"
"255","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Très bonne qualité","Uwe","Très beau produit","Reviewed in France on 16 January 2023","5.0 out of 5 stars","Verified Purchase"
"256","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Präzise, perfekt","Client d'Amazon","Minenstärke ist genau, von daher perfekt, wird von mir zum Erstellen technsicher Zeichnungen benutzt. Fallmechanismus der Mine ist gut und der Stift fühlt sich hochwertig an","Reviewed in Germany on 14 April 2021","5.0 out of 5 stars","Verified Purchase"
"257","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Faber-Castell doesn't disappoint","Ata","As always Faber-Castell doesn't disappoint, I ordered this after my 0.5 ran out of lead, unfortunately the lead I need for it is an add on item, kind of annoying but what can you do. Anyway, feels nice in my hand, lead is sturdy even under my heavy handyness and just a nice pencil.","Reviewed in the United Kingdom on 16 December 2017","5.0 out of 5 stars","Verified Purchase"
"258","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Mala presentación","Courtney.W","El mapa que venía muy sucio, los lapicero funciona bien pero uno tenía óxido en el clip","Reviewed in Mexico on 4 August 2023","5.0 out of 5 stars","Verified Purchase"
"259","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Pas conforme à la description","Jen","Commandé en vert (clair), la couleur ne correspond pas. L'article est en plastique alors que c'est indiqué en métal. Pas très bonne prise en main. Mine pas rétractable et pas de gomme, contrairement à ce qui est indiqué dans l'annonce. Attention.","Reviewed in France on 16 August 2021","5.0 out of 5 stars","Verified Purchase"
"260","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Klasse","Sarah SOLECKI","Faber-Castell casel Druckseite. Einfach klasse","Reviewed in Germany on 7 January 2021","3.0 out of 5 stars","Verified Purchase"
"261","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Très bonne qualitée","Sophie","Produits de très bonne qualité, attention toutefois à ne pas appuyer trop fort, comme sur toutes les mines en fin de compte...","Reviewed in France on 26 February 2022","4.4 out of 5 stars","Verified Purchase"
"262","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","I've used better","Grey Wolf","This works all right, though the retraction of the extending lead shield is not as easy as some I have used. I expected the shield to retract as the lead wears down, but it does not appear to do so. Although it is too wide to fit my pencil-holders, I will continue to use my Faber-Castell Grip Plus 0.7 pencil, which is greatly superior.","Reviewed in the United Kingdom on 5 May 2018","4.0 out of 5 stars","Verified Purchase"
"263","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","They are good pencils","Adam","Faner Castell products have been disappointing since they start manufacturing them outside of Germany.This product is manufactured in Germany so the quality is at least as good as old Faber Castell products.They are light and quite small so if you have big hands, they might be bit uncomfortable","Reviewed in Canada on 21 October 2021","3.0 out of 5 stars","Verified Purchase"
"264","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Very good feel","Krishnakumar","The plastic rear end spoils the look.The metallic dome on the older models was superior.","Reviewed in India on 26 August 2023","4.0 out of 5 stars","Verified Purchase"
"265","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Ottimo prodotto","M. S.","Ho tolto una stella solo per un semplce motivo: detesto le etichettine di carta che applicano ai prodotti e che quando le stacchi popi ti rimane tutto appiccicoso. Semplicemente inutile e fastidioso. Per il prodotto, beh, nulla da dire. rispetto ad una comune portamina del supermercato questa è molto più robusta. e si sente.","Reviewed in Italy on 16 October 2019","4.0 out of 5 stars","Verified Purchase"
"266","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Casi perfecto.","Francis","Impresionante. Le doy un uso intensivo y es muy cómodo. Es muy robusto, da muy buena sensación al escribir y que las minas sean de 0.7 es genial. Lo único, que la descripción estaba mal. Pensaba que había comprado un portaminas retráctil y con goma extensible, pero aún así muy contento","Reviewed in Spain on 9 January 2018","4.0 out of 5 stars","Verified Purchase"
"267","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Comodidad","Aurelio F","Debería especificar la dureza del grafito si es H o HB o 2B etc....solo con el calibre no vale","Reviewed in Spain on 27 July 2020","4.0 out of 5 stars","Verified Purchase"
"268","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Great","Counselling Twickenham","Wonderful pencils which remind me of being back at school and using them for my technology O Level project. So nostalgia too","Reviewed in the United Kingdom on 17 December 2013","1.0 out of 5 stars","Verified Purchase"
"269","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Super Qualität","Maurice Kube","Die Qualität von Faber-Castell ist nach wie vor sehr überzeugend. Ich arbeite an technischen Zeichnungen und zeichne/skizziere privat sehr gerne damit. Durch die sogenannten ""Fall-Druckbleistift - Minen"" benötigt man keinen Spitzer, man arbeitet immer mit derselben Linienstärke. Zudem befindet sich am Ende unter dem Druckknopf ein kleiner Radiergummi. Dieser ist mir erst nach längerem Gebrauch aufgefallen und wirklich praktisch.Wer auf Qualität setzen möchte ist hier genau am richtigen Produkt! Lediglich die 3,5mm Minen brechen sehr schnell, wenn man diese zu weit herausfährt oder zu feste aufdrückt. Da diese sehr dünn sind und man da sich etwas an sanfteres Zeichnen gewöhnen muss einen Stern Abzug, nichtsdestotrotz ein sehr empfehlenswertes Produkt.","Reviewed in Germany on 4 October 2015","5.0 out of 5 stars","Verified Purchase"
"270","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Great value","Mad Margaret","Love these.","Reviewed in the United Kingdom on 8 February 2015","4.0 out of 5 stars","Verified Purchase"
"271","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Not bad, worthy of the money.","Kink Ranger","I thought it was heavier but for its price it’s not bad. I’m pleased.","Reviewed in Germany on 20 June 2019","4.4 out of 5 stars","Verified Purchase"
"272","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Faber-Castell 136030 Porte-mines","stephane","porte mine de qualité et agréable à utiliser la couleur verte de Faber-Castell me rassure et me calme lol","Reviewed in France on 27 February 2021","5.0 out of 5 stars","Verified Purchase"
"273","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Portamine di discreta qualità","Giuseppe Spitilli","Un rapporto qualità-prezzo molto buono; questo portamine ha una buona impugnatura e una finitura che reputo molto elegante ed un peso molto equilibrato. Con un uso intenso (la utilizzo 5-6 ore al giorno) ha iniziato a prendere un po' di gioco la filettatura della punta, ma regge ancora molto bene.","Reviewed in Italy on 12 October 2018","5.0 out of 5 stars","Verified Purchase"
"274","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Es mi preferido","Avatar","Me compré uno igual cuando estaba estudiando la carrera (hace muchos años), y siempre lo tengo en la oficina. Como me daba miedo perderlo, he decidido comprarme otro igual, y así el primero lo tengo en casa. Va genial para escribir, las minas no se parten, y el tacto es bueno, estoy seguro de que me durara una burrada de tiempo.","Reviewed in Spain on 21 May 2017","5.0 out of 5 stars","Verified Purchase"
"275","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","No eraser","William G. Bean","Can’t find the eraser.  Product description states the pencil has an eraser","Reviewed in the United States on 21 June 2021","5.0 out of 5 stars","Verified Purchase"
"276","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Ok.","steffdn","My order arrived with the finest leads shattered so I had a refund. I've since found that I can't refill this with new lead so quite disappointed that I haven't got a fine pencil.","Reviewed in the United Kingdom on 8 October 2021","3.0 out of 5 stars","Verified Purchase"
"277","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Timeless quality!","M. Gill","The one of the most wonderful feature about this beautiful incredibly build pencil is that it is really made up of premium quality. It is light in weight and at the same time it feels premium when you’re holding it. the lead transitioning is amazing and it feels like a really Germany product indeed.","Reviewed in India on 17 April 2023","3.0 out of 5 stars","Verified Purchase"
"278","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Non conforme","M. Gill","Très déçue ! Non conforme à la description... pas la couleur annoncée,  pas de gomme... au final, très cher pour ce que c’est !!!","Reviewed in France on 2 October 2021","5.0 out of 5 stars","Verified Purchase"
"279","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","No packaging!","N. Marie-Line","Probably a second hand pencil as it came with no packaging at all. Pencil was basically chucked in an envelope.","Reviewed in the United Kingdom on 19 May 2022","5.0 out of 5 stars","Verified Purchase"
"280","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Un clasico","Nobby's Sleeve","Todo un clasico que no defrauda, la calidad de la marca es de lo mejor en material de escritura y este portaminas una muestra de ello.","Reviewed in Spain on 10 December 2019","1.0 out of 5 stars","Verified Purchase"
"281","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Good","Sri","Smooth writing,good to have it worthable","Reviewed in India on 9 June 2023","4.4 out of 5 stars","Verified Purchase"
"282","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","gut und qualität","Hüseyin","gut","Reviewed in Germany on 15 April 2020","5.0 out of 5 stars","Verified Purchase"
"283","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Faber-Castell 136030 - 3er Set Druckbleistifte TK-FINE 9760, Minenstärken: 0,5 mm, Schaftfarbe: grün","Andreas Gerhardt","Alles Bestens, gerne wieder.","Reviewed in Germany on 13 January 2019","5.0 out of 5 stars","Verified Purchase"
"284","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Great Faber-Castell leads once one of the mechanical issue was sorted out.","Brian F","Pack of three Mechanical pencils. The 0.7 and 0.5 work fine. The 0.35 was problematic. The lead (graphite) inside constantly broke when pressing the top to reveal more of the 0.35 lead, and it intermittently slipped back into the barrel of the pencil when you finally get the lead to emerge and put it to paper. I Had to remove bits of the broken lead (and the other two leads inside the pencil), make sure no small lengths left inside, then very carefully insert a single 0.35 lead and started again. This problem seems to be solved - so far - now that there is only one 0.35 lead in the pencil. This is a mechanical issue, not the leads in the pencils. These are excellent and produce smooth and consistent marks on the paper used. In conclusion: Initial disappointment from usual excellent Faber-Castell products but will monitor and report back.","Reviewed in the United Kingdom on 26 April 2021","5.0 out of 5 stars","Verified Purchase"
"285","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Excellente qualité","Julie","Produits d'une marque que j'adore et de haute qualité. Je recommande à tous.","Reviewed in France on 25 March 2021","4.0 out of 5 stars","Verified Purchase"
"286","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Micromina Faber Castell","Daniele","Ottimo prodotto, rispecchia la descrizione e rispecchia le aspettative.Imballaggio che lascia un po' a desiderare, la micromina era messa solamente in una busta, con quindi la possibilità di rompersi...A parte ciò servizio Amazon impeccabile","Reviewed in Italy on 19 May 2020","5.0 out of 5 stars","Verified Purchase"
"287","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Portaminas","Cliente Amazon","Es lo mejor en portaminas. Y tiene aguja para desatascar o limpia la salida de las minas","Reviewed in Spain on 27 June 2021","5.0 out of 5 stars","Verified Purchase"
"288","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Habe mehr erwartet","Mats","Also für extra TK-Mienenstifte von Faber Castell habe ich mehr erwartet.Der 0,7 funktioniert soweit okay,der 0,5er hakelt etwas beim ausgeben der Mieneder 0,35er ist eher eine Enttäuschung, Mienenausgabe hakelt und das zurückschieben der Miene nach gebrauch ist sehr schwergängig so, dass sie meistens abbricht.Fazit: Für das Geld okay aber für eine renomierte Marke wie FaberCastell eher schwach. Dann lieber ein paar Euro mehr und dafür ohne Mängel!","Reviewed in Germany on 29 October 2012","5.0 out of 5 stars","Verified Purchase"
"289","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Descrizione scarsa.","Marcello","Non era il portamine che mi aspettavo. La descrizione e le foto non erano molto comprensibili.il portamine è arrivato da solo, neanche nella sua custodia.Ho deciso di tenerla perchè uno in più può venire sempre comodo ed è fatto bene. Anche se il mio portamine preferito, che uso ormai (questo è il terzo cambio) da circa 15 anni è il modello grip che costa 3 volte meno.","Reviewed in Italy on 20 April 2020","3.0 out of 5 stars","Verified Purchase"
"290","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Excellent qualité prix!!","frederico sebastien","Habitué à des crayons basiques pour dessiner,quel plaisir avec ces portes mines, on trace des lignes d'une grande finesse et la gomme très bonne qualité avec vraiment beaucoup de précision pour gommer.Et à un prix plus qu'intéressant d'une marque de qualité.","Reviewed in France on 12 May 2014","3.0 out of 5 stars","Verified Purchase"
"291","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Good quality mechanical pencils, have lasted well.","John Trinder","Good quality mechanical pencils, have lasted well.","Reviewed in the United Kingdom on 5 September 2016","4.4 out of 5 stars","Verified Purchase"
"292","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Easy to use art material","Vikram","Very good for art and writing easy to hold and easy to use, ergonomic or sturdiness is also good","Reviewed in India on 28 November 2022","5.0 out of 5 stars","Verified Purchase"
"293","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","3er Set Druckbleistifte","Amazon Kunde","Top !!!","Reviewed in Germany on 2 April 2019","5.0 out of 5 stars","Verified Purchase"
"294","Faber-Castell TK-Fine-9760 Mechanical Pencils Wallet of 3 - 0.35, 0.5, 0.7mm, Green","Excellent","Flak Sid","Comme toujours chez Faber-Castell, la qualité est au rendez-vous, et pour un prix raisonnable en plus ! Ces porte-mines permettent de souligner des détails d'une grande finesse. Ils sont livrés dans un étui à rabat très pratique.","Reviewed in France on 28 March 2014","5.0 out of 5 stars","Verified Purchase"
